Price,Suburb,Distance,Regionname,Postcode,Landsize,BuildingArea,Rooms,Bathroom,Car,YearBuilt,Type,zipcode,airbnb_price_mean,airbnb_record_count,review_scores_value_mean,review_scores_location_mean
675000.0,Airport West,13.5,Western Metropolitan,3042.0,612.0,100.0,2,1.0,1.0,1975.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
1042000.0,Airport West,13.5,Western Metropolitan,3042.0,612.0,174.0,3,2.0,5.0,1950.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
910000.0,Airport West,13.5,Western Metropolitan,3042.0,775.0,,3,1.0,1.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
773000.0,Airport West,13.5,Western Metropolitan,3042.0,531.0,309.0,4,3.0,4.0,1980.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
810000.0,Airport West,13.5,Western Metropolitan,3042.0,555.0,192.0,3,3.0,2.0,1980.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
715000.0,Airport West,13.5,Western Metropolitan,3042.0,422.0,126.0,3,2.0,2.0,1995.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
790000.0,Airport West,13.5,Western Metropolitan,3042.0,614.0,,3,1.0,3.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
540000.0,Airport West,13.5,Western Metropolitan,3042.0,161.0,101.0,3,2.0,1.0,2010.0,t,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
825000.0,Airport West,13.5,Western Metropolitan,3042.0,293.0,102.0,3,2.0,1.0,1960.0,t,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
685000.0,Airport West,13.5,Western Metropolitan,3042.0,579.0,113.0,3,1.0,1.0,1975.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
805000.0,Airport West,13.5,Western Metropolitan,3042.0,623.0,,3,1.0,1.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
510000.0,Airport West,13.5,Western Metropolitan,3042.0,141.0,76.0,2,1.0,1.0,,u,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
612000.0,Airport West,13.5,Western Metropolitan,3042.0,212.0,,3,2.0,1.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
662000.0,Airport West,13.5,Western Metropolitan,3042.0,612.0,,3,1.0,2.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
978000.0,Airport West,13.5,Western Metropolitan,3042.0,532.0,,4,3.0,2.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
720000.0,Airport West,13.5,Western Metropolitan,3042.0,585.0,,3,1.0,1.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
765000.0,Airport West,13.5,Western Metropolitan,3042.0,509.0,,4,1.0,2.0,,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
900000.0,Airport West,13.5,Western Metropolitan,3042.0,628.0,146.0,4,2.0,3.0,1975.0,h,3042.0,81.57142857142857,35.0,9.444444444444445,9.555555555555555
1275000.0,Albert Park,3.3,Southern Metropolitan,3206.0,120.0,82.0,2,1.0,0.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1455000.0,Albert Park,3.3,Southern Metropolitan,3206.0,159.0,,2,1.0,0.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2850000.0,Albert Park,3.3,Southern Metropolitan,3206.0,211.0,198.0,3,2.0,0.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1850000.0,Albert Park,3.3,Southern Metropolitan,3206.0,128.0,133.0,3,2.0,0.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1436000.0,Albert Park,3.3,Southern Metropolitan,3206.0,130.0,81.0,2,1.0,0.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1110000.0,Albert Park,3.3,Southern Metropolitan,3206.0,147.0,,2,1.0,0.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1550000.0,Albert Park,3.3,Southern Metropolitan,3206.0,167.0,,2,1.0,1.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2300000.0,Albert Park,3.3,Southern Metropolitan,3206.0,153.0,180.0,4,2.0,1.0,1880.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1550000.0,Albert Park,3.3,Southern Metropolitan,3206.0,718.0,,3,2.0,2.0,,t,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1800000.0,Albert Park,3.3,Southern Metropolitan,3206.0,132.0,159.0,3,2.0,1.0,1996.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2120000.0,Albert Park,3.3,Southern Metropolitan,3206.0,199.0,107.0,2,1.0,1.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1800000.0,Albert Park,3.3,Southern Metropolitan,3206.0,253.0,,3,1.0,1.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1800000.0,Albert Park,3.3,Southern Metropolitan,3206.0,90.0,122.0,3,2.0,1.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1810000.0,Albert Park,3.3,Southern Metropolitan,3206.0,240.0,,2,1.0,0.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2615000.0,Albert Park,3.3,Southern Metropolitan,3206.0,177.0,181.0,3,2.0,1.0,1880.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2100000.0,Albert Park,3.3,Southern Metropolitan,3206.0,237.0,,5,2.0,1.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1300000.0,Albert Park,3.3,Southern Metropolitan,3206.0,129.0,,3,1.0,0.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1000000.0,Albert Park,3.3,Southern Metropolitan,3206.0,288.0,,2,1.0,0.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2575000.0,Albert Park,3.3,Southern Metropolitan,3206.0,228.0,,3,2.0,1.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1322500.0,Albert Park,3.3,Southern Metropolitan,3206.0,149.0,98.0,2,1.0,0.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1562500.0,Albert Park,3.3,Southern Metropolitan,3206.0,141.0,83.0,2,1.0,0.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2000000.0,Albert Park,3.3,Southern Metropolitan,3206.0,211.0,147.0,3,2.0,1.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1900000.0,Albert Park,3.3,Southern Metropolitan,3206.0,209.0,,3,1.0,0.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
3010000.0,Albert Park,3.3,Southern Metropolitan,3206.0,147.0,146.0,3,2.0,0.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2800000.0,Albert Park,3.3,Southern Metropolitan,3206.0,327.0,254.0,4,3.0,1.0,1910.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2100000.0,Albert Park,3.3,Southern Metropolitan,3206.0,120.0,123.0,3,1.0,1.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2000000.0,Albert Park,3.3,Southern Metropolitan,3206.0,238.0,131.0,3,1.0,1.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1340000.0,Albert Park,3.3,Southern Metropolitan,3206.0,136.0,,2,1.0,0.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1801000.0,Albert Park,3.3,Southern Metropolitan,3206.0,202.0,,3,1.0,1.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2140000.0,Albert Park,3.3,Southern Metropolitan,3206.0,183.0,145.0,4,2.0,1.0,1880.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1750000.0,Albert Park,3.3,Southern Metropolitan,3206.0,162.0,,2,1.0,1.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
980000.0,Albert Park,3.3,Southern Metropolitan,3206.0,79.0,68.0,2,1.0,0.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2030000.0,Albert Park,3.3,Southern Metropolitan,3206.0,152.0,,3,2.0,0.0,,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
1740000.0,Albert Park,3.3,Southern Metropolitan,3206.0,147.0,134.0,3,2.0,2.0,1890.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
985000.0,Albert Park,3.3,Southern Metropolitan,3206.0,81.0,54.0,1,1.0,0.0,1900.0,h,3206.0,229.41803278688525,122.0,9.65979381443299,9.896907216494846
2000000.0,Alphington,6.4,Northern Metropolitan,3078.0,853.0,263.0,4,2.0,4.0,1930.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1110000.0,Alphington,6.4,Northern Metropolitan,3078.0,208.0,,3,2.0,2.0,2013.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1492000.0,Alphington,6.4,Northern Metropolitan,3078.0,411.0,,3,2.0,2.0,,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1717500.0,Alphington,6.4,Northern Metropolitan,3078.0,599.0,203.0,4,2.0,1.0,1925.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
2840000.0,Alphington,6.4,Northern Metropolitan,3078.0,809.0,165.0,5,4.0,4.0,1910.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
525500.0,Alphington,6.4,Northern Metropolitan,3078.0,88.0,60.0,2,1.0,1.0,1960.0,u,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
805000.0,Alphington,6.4,Northern Metropolitan,3078.0,155.0,140.0,2,2.0,3.0,2004.0,t,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
2000000.0,Alphington,6.4,Northern Metropolitan,3078.0,686.0,,3,3.0,2.0,,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1540000.0,Alphington,6.4,Northern Metropolitan,3078.0,592.0,,3,1.0,2.0,,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
820000.0,Alphington,6.4,Northern Metropolitan,3078.0,183.0,,2,1.0,1.0,,u,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1830000.0,Alphington,6.4,Northern Metropolitan,3078.0,606.0,112.0,4,2.0,2.0,1970.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
2100000.0,Alphington,6.4,Northern Metropolitan,3078.0,575.0,271.0,4,2.0,2.0,2008.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
865000.0,Alphington,6.4,Northern Metropolitan,3078.0,180.0,131.0,3,1.0,1.0,2010.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1165000.0,Alphington,6.4,Northern Metropolitan,3078.0,979.0,,3,1.0,2.0,,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1900000.0,Alphington,6.4,Northern Metropolitan,3078.0,556.0,272.0,4,2.0,2.0,1930.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1485000.0,Alphington,6.4,Northern Metropolitan,3078.0,597.0,,3,0.0,0.0,,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
1950000.0,Alphington,6.4,Northern Metropolitan,3078.0,589.0,210.0,4,2.0,3.0,1920.0,h,3078.0,111.20270270270271,74.0,9.440677966101696,9.372881355932204
520000.0,Altona,13.8,Western Metropolitan,3018.0,352.0,242.0,3,2.0,1.0,2015.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1525000.0,Altona,13.8,Western Metropolitan,3018.0,729.0,268.0,5,3.0,3.0,2005.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
720000.0,Altona,13.8,Western Metropolitan,3018.0,292.0,125.0,2,1.0,2.0,2013.0,t,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1120000.0,Altona,13.8,Western Metropolitan,3018.0,506.0,120.0,3,1.0,2.0,1930.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
780000.0,Altona,13.8,Western Metropolitan,3018.0,655.0,,4,1.0,4.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1780000.0,Altona,13.8,Western Metropolitan,3018.0,1057.0,220.0,4,3.0,6.0,1962.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
630000.0,Altona,13.8,Western Metropolitan,3018.0,311.0,94.0,3,1.0,2.0,1955.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
406000.0,Altona,13.8,Western Metropolitan,3018.0,65.0,,2,1.0,1.0,,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
660000.0,Altona,13.8,Western Metropolitan,3018.0,602.0,123.0,3,1.0,1.0,1955.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
683500.0,Altona,13.8,Western Metropolitan,3018.0,530.0,,3,1.0,1.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
580000.0,Altona,13.8,Western Metropolitan,3018.0,225.0,93.0,2,1.0,1.0,1988.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1335000.0,Altona,13.8,Western Metropolitan,3018.0,777.0,22.0,3,1.0,4.0,1953.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
800000.0,Altona,13.8,Western Metropolitan,3018.0,280.0,,3,2.0,2.0,1997.0,t,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
510000.0,Altona,13.8,Western Metropolitan,3018.0,127.0,76.0,2,1.0,1.0,1990.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1070000.0,Altona,13.8,Western Metropolitan,3018.0,695.0,,4,2.0,2.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
425000.0,Altona,13.8,Western Metropolitan,3018.0,115.0,57.0,2,1.0,2.0,1980.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
605000.0,Altona,13.8,Western Metropolitan,3018.0,230.0,,3,2.0,2.0,,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
705000.0,Altona,13.8,Western Metropolitan,3018.0,197.0,152.0,3,2.0,2.0,,t,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
845000.0,Altona,13.8,Western Metropolitan,3018.0,745.0,130.0,4,1.0,2.0,1950.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
743000.0,Altona,13.8,Western Metropolitan,3018.0,211.0,176.0,3,2.0,2.0,,t,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
730000.0,Altona,13.8,Western Metropolitan,3018.0,69.0,141.0,3,2.0,1.0,2014.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
635000.0,Altona,13.8,Western Metropolitan,3018.0,625.0,,3,1.0,4.0,1960.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
620000.0,Altona,13.8,Western Metropolitan,3018.0,168.0,,2,1.0,1.0,,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
447000.0,Altona,13.8,Western Metropolitan,3018.0,137.0,77.0,2,1.0,1.0,1990.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
730000.0,Altona,13.8,Western Metropolitan,3018.0,70.0,,3,2.0,1.0,,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
678000.0,Altona,13.8,Western Metropolitan,3018.0,606.0,87.0,3,1.0,2.0,1950.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
580000.0,Altona,13.8,Western Metropolitan,3018.0,175.0,76.0,2,2.0,1.0,2013.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
712000.0,Altona,13.8,Western Metropolitan,3018.0,363.0,,3,1.0,2.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
840000.0,Altona,13.8,Western Metropolitan,3018.0,534.0,136.0,3,2.0,2.0,1965.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
980000.0,Altona,13.8,Western Metropolitan,3018.0,724.0,,3,1.0,2.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
605100.0,Altona,13.8,Western Metropolitan,3018.0,265.0,,3,2.0,0.0,,t,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
880000.0,Altona,13.8,Western Metropolitan,3018.0,577.0,,3,3.0,1.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
577000.0,Altona,13.8,Western Metropolitan,3018.0,205.0,113.0,3,2.0,1.0,2007.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1030000.0,Altona,13.8,Western Metropolitan,3018.0,797.0,,4,1.0,0.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
605000.0,Altona,13.8,Western Metropolitan,3018.0,181.0,,3,1.0,2.0,,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
753000.0,Altona,13.8,Western Metropolitan,3018.0,529.0,,3,2.0,2.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
857000.0,Altona,13.8,Western Metropolitan,3018.0,675.0,100.0,2,2.0,1.0,1950.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1500000.0,Altona,13.8,Western Metropolitan,3018.0,929.0,,3,1.0,1.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
730000.0,Altona,13.8,Western Metropolitan,3018.0,70.0,3.0,3,2.0,1.0,2014.0,u,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
900000.0,Altona,13.8,Western Metropolitan,3018.0,697.0,,3,1.0,4.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
740000.0,Altona,13.8,Western Metropolitan,3018.0,604.0,,3,1.0,2.0,,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
931000.0,Altona,13.8,Western Metropolitan,3018.0,532.0,,4,2.0,3.0,1970.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
535600.0,Altona,13.8,Western Metropolitan,3018.0,154.0,91.0,2,1.0,1.0,1996.0,h,3018.0,85.62162162162163,37.0,9.548387096774194,9.483870967741936
1085000.0,Altona North,11.1,Western Metropolitan,3025.0,592.0,251.0,5,3.0,6.0,1965.0,h,3025.0,113.76470588235294,17.0,9.642857142857142,9.285714285714286
781000.0,Altona North,11.1,Western Metropolitan,3025.0,533.0,117.0,3,1.0,2.0,1970.0,h,3025.0,113.76470588235294,17.0,9.642857142857142,9.285714285714286
750000.0,Altona North,11.1,Western Metropolitan,3025.0,554.0,,3,1.0,3.0,,h,3025.0,113.76470588235294,17.0,9.642857142857142,9.285714285714286
